"id";"hash";"oktmo";"municipality";"lvl";"odate_start";"odate_end";"region";"mun_type"
1;"37bab77d5f73cb7d4940e698ddc64605";"01601000";Алейский муниципальный район;1;2015-01-28;2021-11-03;Алтайский край;Муниципальный район
2;"1ec80f7fcca639cdb66451c6f352b8ae";"01601402";Алейский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
3;"70efdf2ec9b086079795c442636b55fb";"01601408";Безголосовский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
4;bfd37fd0b98e905baf4b9ab9e09aefff;"01601413";Большепанюшевский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
5;"62e71aa69bbd6fdaa15746a41e49859c";"01601417";Боровской сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
6;"930bef84c232bedcefb11eb1b08edefd";"01601420";Дружбинский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
7;"8f35edf1233eb638162dfc674ab16037";"01601423";Дубровский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
8;"1bb81547449e04d384644a3acb33aa09";"01601426";Заветильичёвский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
9;"4efa994213da68d698cd22e0252bce0f";"01601432";Кашинский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
10;"3e149e4663d982b0732b3cb26d16f91a";"01601438";Кировский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
11;"9f61408e3afb633e50cdf1b20de6f466";"01601440";Краснопартизанский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
12;"093f65e080a295f8076b1c5722a46aa2";"01601460";Малиновский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
13;"20a92a81f5a115478f2c249f38586c9e";"01601464";Моховской сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
14;"3295c76acbf4caaed33c36b1b5fc2cb1";"01601468";Осколковский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
15;"14bfa6bb14875e45bba028a21ed38046";"01601473";Плотавский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
16;"32bb90e8976aab5298d5da10fe66f21d";"01601475";Савинский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
17;c77c6aee482f1936f721d0d18ac5b213;"01601477";Совхозный сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
18;"15d822d6f7052257e827cb11dc4dd6f5";"01601485";Урюпинский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
19;c6682617a78e2b28856e9fcf0c73beda;"01601496";Фрунзенский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
20;"2a38a4a9316c49e5a833517c45d31070";"01601498";Чапаевский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
21;"935dd862f141b371dd0ce648e0e9f2c6";"01602000";Алтайский муниципальный район;1;2015-01-28;2021-11-03;Алтайский край;Муниципальный район
22;"7e949ccf9ea426810e278dcc796391ec";"01602405";Айский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
23;ac627ab1ccbdb62ec96e702f07f6425b;"01602407";Алтайский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
24;"1f6bc12810285a469be87c0b875e260d";"01602412";Беловский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
25;"816e936dab000f1485fe104b5870663d";"01602423";Куяганский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
26;"4c5861361002afd5a0017d7161cef91b";"01602427";Куячинский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
27;eb160de1de89d9058fcb0b968dbbbd68;"01602435";Макарьевский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
28;da4fb5c6e93e74d3df8527599fa62642;"01602446";Нижнекаменский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
29;"1340426326796d06d0f9293cf012a146";"01602457";Пролетарский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
30;"1afa34a7f984eeabdbb0a7d494132ee5";"01602468";Россошинский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
31;"58e4c894ad36b75a1bcefe76c7934e99";"01602479";Старобелокурихинский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
32;"98ff5f422639d2bd62bc283d486207f8";"01603000";Баевский муниципальный район;1;2015-01-28;2021-11-03;Алтайский край;Муниципальный район
33;"1385974ed5904a438616ff7bdb3f7439";"01603407";Баевский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
34;"903ce9225fca3e988c2af215d4e544d3";"01603416";Верх-Пайвинский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
35;a5e00132373a7031000fd987a3c9f87b;"01603419";Верх-Чуманский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
36;f2217062e9a397a1dca429e7d70bc6ca;"01603434";Нижнепайвинский сельсовет;2;2015-01-28;2015-12-23;Алтайский край;Сельское поселение
37;"36f26138f01de8d50dee558d390409f6";"01603437";Нижнечуманский сельсовет;2;2015-01-28;2015-12-23;Алтайский край;Сельское поселение
38;"0456d33553194426c1a11912efdd02b5";"01603437";Нижнечуманский сельсовет;2;2016-02-10;2021-11-03;Алтайский край;Сельское поселение
39;"21b45b27f73b7a16f0b6898b1e7e0f35";"01603455";Паклинский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
40;"7a4175d8bd8c8083800793f5d14e8829";"01603458";Плотавский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
41;cd81d1dcebb6ace26f34efd43f182682;"01603469";Прослаухинский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
42;"149e9677a5989fd342ae44213df68868";"01603480";Ситниковский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
43;"2e9cceb7c79703598f238bc382599885";"01604000";Бийский муниципальный район;1;2015-01-28;2021-11-03;Алтайский край;Муниципальный район
44;"82161242827b703e6acf9c726942a1e4";"01604410";Большеугреневский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
45;"8f85517967795eeef66c225f7883bdcb";"01604415";Верх-Бехтемирский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
46;c7652ec30ab620537ed00ac6f2c5df84;"01604417";Верх-Катунский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
47;"31fefc0e570cb3860f2a6d4b38c6490d";"01604422";Енисейский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
48;"9ed480d162baf6593c0981480b01a951";"01604424";Заринский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
49;"0336dcbab05b9d5ad24f4333c7658a0e";"01604434";Калининский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
50;d83e2550bf45f99afddfb93da0416abd;"01604437";Лесной сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
51;af29da5a849953bbbac709325a5c2c2d;"01604455";Малоенисейский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
52;ba3523c3397949f9053fb0c53eee8ca8;"01604459";Малоугреневский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
53;ac7910e3ea38c0140b58efc69a658045;"01604464";Новиковский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
54;"6b086c2bc316193cffe0e4d9e86046d6";"01604470";Первомайский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
55;"092baa8bfe061c4a4a563f0d0024d5c3";"01604480";Светлоозёрский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
56;"1c3c12269c6927108856e510cbb4a04a";"01604483";Сростинский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
57;b172518a26cac1709ce27645f5818c95;"01604488";Усятский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
58;"640d95901964837a2d7895d3811dcc99";"01604495";Шебалинский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
59;e8a08bc4c1dfdc227a063704535734b8;"01605000";Благовещенский муниципальный район;1;2015-01-28;2021-11-03;Алтайский край;Муниципальный район
60;bbcf5811fd4ba6f346cbcc67e9254416;"01605151";Благовещенский поссовет;2;2015-01-28;2021-11-03;Алтайский край;Городское поселение
61;"621bf66ddb7c962aa0d22ac97d69b793";"01605157";Степноозёрский поссовет;2;2015-01-28;2021-11-03;Алтайский край;Городское поселение
62;"5de3212f6457d74d6b4978e165768156";"01605406";Алексеевский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
63;c25338c3d2ef0a2e6e82ac4a1502ac37;"01605420";Гляденьский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
64;bc17321997c02423a14ceb0bc39e1fc1;"01605436";Леньковский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
65;eda80a3d5b344bc40f3bc04f65b7a357;"01605447";Нижнекучукский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
66;"5fbd4841065c3b8e8cca4f7f823e974b";"01605452";Николаевский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
67;"3002c4c68a806fd15515dcc6dda469d3";"01605456";Новокулундинский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
68;beac98ae25785b424feef325d43a582c;"01605458";Орлеанский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
69;dd7979354011c895fa6a4fc7d61d3310;"01605461";Суворовский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
70;"90cced3d686918ddd4ef8c64a69dac37";"01605483";Шимолинский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
71;cdb6756816c15614170a223bd172fcf5;"01605494";Яготинский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
72;a620422d3e3576afdbfecd751c61c670;"01606000";Бурлинский муниципальный район;1;2015-01-28;2021-11-03;Алтайский край;Муниципальный район
73;e15ed436a70d9994ca4229935f2a455a;"01606411";Бурлинский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
74;"9ae0772309bd29369874fc0f6267bf2d";"01606422";Михайловский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
75;"158f3069a435b314a80bdcb024f8e422";"01606430";Новоандреевский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
76;"610ed4ec76c8f40fd08326bcb8b7bafa";"01606433";Новопесчанский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
77;f794ce597054b838fd075844fefe835b;"01606444";Новосельский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
78;"5f06b94f59b824bc109824ad82404cba";"01606455";Ореховский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
79;ff5cb00fd7f2c1adbf0daaa30d18ec04;"01606466";Партизанский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
80;af5c5a0879386fd339907b86d31e58cd;"01606470";Рожковский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
81;"205723ba7800a6db69b952f4fb151613";"01606477";Устьянский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
82;"90439ef2c1fb4ea9859a67be28bbd5ce";"01607000";Быстроистокский муниципальный район;1;2015-01-28;2021-11-03;Алтайский край;Муниципальный район
83;"12682477d1744703437fb4a3434b6283";"01607403";Акутихинский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
84;"9de6d14fff9806d4bcd1ef555be766cd";"01607405";Быстроистокский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
85;d32f81afafef79aa5664b10ee487fac1;"01607411";Верх-Ануйский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
86;fb7b9ffa5462084c5f4e7e85a093e6d7;"01607422";Верх-Озёрнинский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
87;e7b24b112a44fdd9ee93bdf998c6ca0e;"01607433";Новопокровский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
88;"00411460f7c92d2124a67ea0f4cb5f85";"01607437";Приобский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
89;"5ef698cd9fe650923ea331c15af3b160";"01607444";Усть-Ануйский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
90;"21099fd613b32113b93a3e13ec6b8f26";"01607455";Хлеборобный сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
91;c408dff39b27ce3a1d9a6b64e2f0e80e;"01608000";Волчихинский муниципальный район;1;2015-01-28;2021-11-03;Алтайский край;Муниципальный район
92;"142949df56ea8ae0be8b5306971900a4";"01608410";Берёзовский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
93;a02ffd91ece5e7efeb46db8f10a74059;"01608414";Бор-Форпостовский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
94;"23e3a08e90b808bbcddfc73595290460";"01608421";Волчихинский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
95;e25b8d1a1c139122171b5963bedded17;"01608423";Востровский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
96;"5a4b25aaed25c2ee1b74de72dc03c14e";"01608430";Коминтерновский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
97;"28f0b864598a1291557bed248a998d4e";"01608434";Малышево-Логовской сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
98;e46de7e1bcaaced9a54f1e9d0d2f800d;"01608445";Новокормихинский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
99;"18d8042386b79e2c279fd162df0205c8";"01608456";Пятковологовской сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
100;bbf94b34eb32268ada57a3be5062fe7d;"01608467";Селивёрстовский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
101;"8cb22bdd0b7ba1ab13d742e22eed8da2";"01608478";Солоновский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
102;"62920594065d6adb819bff9058314e14";"01608489";Усть-Волчихинский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
103;"2b2c9fd95c93486f3a88fbbb6921e220";"01609000";Егорьевский муниципальный район;1;2015-01-28;2021-11-03;Алтайский край;Муниципальный район
104;ee22ea3143d08f76bbfbf8565b37b395;"01609411";Кругло-Семенцовский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
105;a174fb9b5963a26bb3fe49700fa71995;"01609422";Лебяжинский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
106;dc1bc625525a4e976c1aefef4dd67fb0;"01609428";Малошелковниковский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
107;f6c2058b34dc1d462693e245e2f8d0da;"01609433";Новоегорьевский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
108;"7f977abb2bcac34af4c52f1e694efcdb";"01609444";Первомайский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
109;c6f94547cfd71cdaee3d86bb905f7a76;"01609455";Сростинский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
110;"550a141f12de6341fba65b0ad0433500";"01609466";Титовский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
111;"9a96876e2f8f3dc4f3cf45f02c61c0c1";"01609490";Шубинский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
112;e318a2e8e300709e4af7871361cee9b0;"01610000";Ельцовский муниципальный район;1;2015-01-28;2021-11-03;Алтайский край;Муниципальный район
113;"9b92f16ebafcc6da8502bca7388a7a05";"01610411";Верх-Ненинский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
114;"250cf8b51c773f3f8dc8b4be867a9a02";"01610422";Ельцовский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
115;"452edd38c623407e8aad6ad8f976c38a";"01610433";Мартыновский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
116;f1b6f2857fb6d44dd73c7041e0aa0f19;"01610444";Новокаменский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
117;e9f3a89fca3a3029e3dec9755692c4f4;"01610466";Пуштулимский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
118;cfee398643cbc3dc5eefc89334cacdc1;"01610488";Черемшанский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
119;"4b7630081a306d9b97dd4166fbf0b4fd";"01611000";Завьяловский муниципальный район;1;2015-01-28;2021-11-03;Алтайский край;Муниципальный район
120;e1e32e235eee1f970470a3a6658dfdd5;"01611411";Гилёвский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
121;e7db4b942c0c07acc6c71ac9b3b50b99;"01611416";Глубоковский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
122;b3ac8a7f60e06b9aff27661bd8767077;"01611423";Гоноховский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
123;a3dcba8e4b5ef114d20d2929fda54fad;"01611434";Завьяловский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
124;"3cf166c6b73f030b4f67eeaeba301103";"01611445";Камышенский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
125;b5b41fac0361d157d9673ecb926af5ae;"01611456";Малиновский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
126;fbcb3eaba68daf1ecb9fa878a29aebde;"01611467";Овечкинский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
127;e2230b853516e7b05d79744fbd4c9c13;"01611469";Светловский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
128;"10a7cdd970fe135cf4f7bb55c0e3b59f";"01611470";Тумановский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
129;"2b8a61594b1f4c4db0902a8a395ced93";"01611478";Харитоновский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
130;"8d8b1d1ada5f5cf78a1ff97f73ff2c8d";"01611486";Чернавский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
131;"53fde96fcc4b4ce72d7739202324cd49";"01611489";Чистоозёрский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
132;"51cf827324d085421c61bd52a4fd7731";"01612000";Залесовский муниципальный район;1;2015-01-28;2021-11-03;Алтайский край;Муниципальный район
133;"6bf905c1980964372969fdcab3753453";"01612409";Большекалтайский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
134;"7bd0e320c1c2c510a4f57e44eb42a66f";"01612412";Борисовский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
135;d1ead1e42be9e575ada0090516f6bbe7;"01612422";Думчевский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
136;ff6c81de5177b48991c4c2ece69d805c;"01612426";Залесовский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
137;"97e8527feaf77a97fc38f34216141515";"01612437";Кордонский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
138;"17db9bd61398e0652450275491c554c2";"01612459";Пещерский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
139;"7e7381dd2bbb865f57afa1e4a9d03bf4";"01612470";Тундрихинский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
140;"902efdf7362989bc94b737abcb966f9e";"01612481";Черёмушкинский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
141;"42344fa3baf7485aa19565c09216ce9e";"01612492";Шатуновский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
142;"8c828bc4077b371b228fd43c5f7483d5";"01613000";Заринский муниципальный район;1;2015-01-28;2021-11-03;Алтайский край;Муниципальный район
143;"8b16ebc056e613024c057be590b542eb";"01613406";Аламбайский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
144;d835b1010a2b7d644416fb358a08f153;"01613420";Верх-Камышенский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
145;a7aeed74714116f3b292a982238f83d2;"01613425";Воскресенский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
146;"258be18e31c8188555c2ff05b4d542c3";"01613428";Голухинский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
147;be95ed0091e27d53f5b81953cdc08766;"01613430";Гоношихинский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
148;"41bf3fadd2632e5b42357441de46364d";"01613434";Гришинский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
149;dbe272bab69f8e13f14b405e038deb64;"01613436";Жуланихинский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
150;"0f87e643aedfd22e36c6de5d16cf5c07";"01613438";Зыряновский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
151;d490d7b4576290fa60eb31b5fc917ad1;"01613450";Комарский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
152;"1d664e68af22c8c2240cbf46d3040f27";"01613460";Новодраченинский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
153;"12b756dab0cf2a1c804d8a3a3ca908ab";"01613461";Новозыряновский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
154;"47847ef3319449f1f66ecfd596d210fb";"01613464";Новокопыловский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
155;"9c7515841a20188d1c659f237ba063e3";"01613468";Новомоношкинский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
156;"98deb4c278e67b8b9ce7e23e044fe8c7";"01613474";Смазневский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
157;"7953b7e1f1e71d55df26e23cf7fc32af";"01613478";Сосновский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
158;f601eeb92c2442843eb041cbc272313b;"01613487";Стародраченинский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
159;c188686459cb0d3668cfcd7e57cbb8b5;"01613488";Тягунский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
160;a31d336d614b4442414cc4ea08403329;"01613492";Хмелевский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
161;"8dde5a97e7eb403dd7f073f8f37db6c7";"01613494";Шпагинский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
162;af4e6b8699803e5ab6bf32f2a35b1f8a;"01613496";Яновский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
163;bb38221fb806cb18cf2932f0308c98a6;"01614000";Змеиногорский муниципальный район;1;2015-01-28;2021-11-03;Алтайский край;Муниципальный район
164;"185a5f845ac8d587828d2e58bbfdddc0";"01614101";город Змеиногорск;2;2015-01-28;2021-11-03;Алтайский край;Городское поселение
165;"7d29594bff0a603e9b5ee21212f9d32d";"01614422";Барановский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
166;"2b077e8c790f738c2775b2dec74f6963";"01614433";Карамышевский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
167;"3348aa4d3015398585dc3ae58d3ed417";"01614444";Кузьминский сельсовет;2;2015-01-28;2020-05-01;Алтайский край;Сельское поселение
168;e0b669f21e5a2c688adf1e444e2c76b9;"01614444";Кузьминский сельсовет;2;2020-06-01;2021-11-03;Алтайский край;Сельское поселение
169;d6bd664bed87d4d3905e08da0c40f8ff;"01614450";Никольский сельсовет;2;2015-01-28;2020-05-01;Алтайский край;Сельское поселение
170;"5f530146163b68b08f01cc34ab9f2f30";"01614455";Октябрьский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
171;beff714bc704df95c428f4e44073a68a;"01614466";Саввушинский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
172;"8a0e1141fd37fa5b98d5bb769ba1a7cc";"01614477";Таловский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
173;"138e3b0182723158dc14e91006fcd4d9";"01614488";Черепановский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
174;bece1a242c8ffb5a699a31e3069a2c39;"01615000";Калманский муниципальный район;1;2015-01-28;2021-11-03;Алтайский край;Муниципальный район
175;"500e75a036dc2d7d2fec5da1b71d36cc";"01615409";Бурановский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
176;"7141acfc9b150219ae52ca6cb2f5ad35";"01615414";Зимарёвский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
177;"788d986905533aba051261497ecffcbb";"01615425";Калистратихинский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
178;"02e43bdde703ebb938a89b597d96e145";"01615427";Калманский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
179;"91afb2d19190f3ab38f4e9bd78e18082";"01615435";Кубанский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
180;"4de874fdc9aefdbff55084d1ce004f99";"01615450";Шиловский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
181;"3ed07fa2bde01a66eb3477a20c31def1";"01615457";Новоромановский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
182;e94550c93cd70fe748e6982b3439ad3b;"01615468";Обской сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
183;"5f0f5e5f33945135b874349cfbed4fb9";"01615480";Усть-Алейский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
184;e49b8b4053df9505e1f48c3a701c0682;"01615485";Шадринский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
185;"2b5b006edebc33583b1fc0c15f865ca2";"01616000";Каменский муниципальный район;1;2015-01-28;2015-12-23;Алтайский край;Муниципальный район
186;"3e190aeb72e356d5e92de1919851186d";"01616000";Каменский муниципальный район;1;2016-02-10;2021-11-03;Алтайский край;Муниципальный район
187;"4c04123cec4242250b86677ddc7eb4d2";"01616101";г Камень-на-Оби;2;2016-02-10;2021-11-03;Алтайский край;Городское поселение
188;e655a71a855e4cf9771bbf7bcd32bacf;"01616404";Аллакский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
189;"5caf9ad6e690a6085ef318bb21f38471";"01616413";Верх-Аллакский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
190;fd5db4aac7ecdb21ef4807dd32e6b34d;"01616417";Гоноховский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
191;"3a835d3215755c435ef4fe9965a3f2a0";"01616437";Корниловский сельсовет;2;2015-01-28;2021-11-03;Алтайский край;Сельское поселение
