"id";"hash";"oktmo";"municipality";"lvl";"odate_start";"odate_end";"region";"mun_type"
1465;"4506f8cfa5db55df728102f5e8347ef9";"04624403";Заледеевский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1466;"316d19d5d80197fccfc655b3590cb495";"04624404";Кежемский сельсовет;2;2015-01-28;2015-06-05;Красноярский край;Сельское поселение
1467;a911ccb2a639a4bb750440051e0d1914;"04624405";Ирбинский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1468;a9d34fb66d81367590fdd5337324233a;"04624406";Имбинский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1469;"51311013e51adebc3c34d2cc591fefee";"04624407";Недокурский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1470;"339d98eb8de8690cf00d402cebdac151";"04624408";Ново-Кежемский сельсовет;2;2015-01-28;2015-06-05;Красноярский край;Сельское поселение
1471;dfab093c84fc08bdc34a762a9cd40a9e;"04624410";Пановский сельсовет;2;2015-01-28;2015-06-05;Красноярский край;Сельское поселение
1472;"738a6457be8432bab553e21b4235dd97";"04624412";Тагарский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1473;"64986d86a17424eeac96b08a6d519059";"04624413";Проспихинский сельсовет;2;2015-01-28;2015-06-05;Красноярский край;Сельское поселение
1474;ffa1e107c6469dafa0016703450e26ed;"04624416";Таежинский сельсовет;2;2015-01-28;2018-08-24;Красноярский край;Сельское поселение
1475;"9afbe998374ca7326d35d84180786096";"04624422";Яркинский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1476;"85abf3fecb8d62529b797b583611617c";"04624701";Межселенная территория Кежемского муниципального района, включающая д Аксеново, п Болтурино, п Таежный;2;2019-12-06;2021-11-03;Красноярский край;Межселенная территория
1477;"72230954b2b83b40fc4cf2e9290a9d02";"04624701";Межселенная территория Кежемского муниципального района, включающая д Аксеново, п Болтурино;2;2015-10-16;2018-08-24;Красноярский край;Межселенная территория
1478;c8d9d3bdf464c3f0b3552184479741c5;"04626000";Козульский муниципальный район;1;2015-01-28;2021-11-03;Красноярский край;Муниципальный район
1479;f07762773ebff7885099da90b0a631c7;"04626151";поселок Козулька;2;2015-01-28;2021-11-03;Красноярский край;Городское поселение
1480;"581b41df0cd50ace849e061ef74827fc";"04626154";поселок Новочернореченский;2;2015-01-28;2020-11-01;Красноярский край;Городское поселение
1481;aec05aa39d394109eaf777dde134242c;"04626402";Балахтонский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1482;be5c68c0d8ec9eec6abf11d71e73e17d;"04626404";Жуковский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1483;a2861f5a5ff624d0a7641cdeba0829f4;"04626409";Лазурненский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1484;c853514922b9ad1f5fa38d803e3bff9a;"04626414";Новочернореченский сельсовет;2;2021-01-01;2021-11-03;Красноярский край;Сельское поселение
1485;"8181d7b0835ad1e4361dd6c086452c93";"04626414";Новочернореченский сельсовет;2;2015-01-28;2020-11-01;Красноярский край;Сельское поселение
1486;"1b040f8df002608c9284c6878cef1937";"04626430";Шадринский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1487;"2ae29cf537da1b49f86266edd93910a3";"04628000";Краснотуранский муниципальный район;1;2015-01-28;2021-11-03;Красноярский край;Муниципальный район
1488;"0fa37f6a09b4c7e79b5c970b9250726f";"04628404";Беллыкский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1489;"6e13976a752968630e3261c16840bd30";"04628407";Восточенский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1490;"2cc01b916ce653b5ed08a7c8cb1b6ca7";"04628411";Кортузский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1491;f862d13454fd267baa5fedfffb200567;"04628413";Краснотуранский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1492;"75da5036f659fe64b53f3d9b39412967";"04628416";Лебяженский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1493;"589f763b060f8c19170cdf5196e2bf87";"04628419";Новосыдинский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1494;"51859155ced8f1bd1aa85025445f0fb2";"04628421";Салбинский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1495;"843a56f38b3addfc78226e5e69aeb775";"04628425";Саянский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1496;"6b4b446bec64c7eb03e04992ee3f1539";"04628428";Тубинский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1497;"58bc1dd9c96af4b90e9488f0dbb3f7be";"04630000";Курагинский муниципальный район;1;2015-01-28;2020-01-10;Красноярский край;Муниципальный район
1498;fb2e8e47ba4fb1d78dc80f9be1f3ca20;"04630000";Курагинский муниципальный район;1;2021-01-01;2021-11-03;Красноярский край;Муниципальный район
1499;"5d2197c6385074dad89d228c216d2fda";"04630000";Курагинский муниципальный район;1;2020-03-01;2020-11-01;Красноярский край;Муниципальный район
1500;"2230c1c665f95414aa52f4225f793949";"04630102";город Артемовск;2;2015-01-28;2021-11-03;Красноярский край;Городское поселение
1501;cffb568a58301d03142b174c4273321e;"04630151";поселок Курагино;2;2015-01-28;2021-11-03;Красноярский край;Городское поселение
1502;acbd13ffd6a87ef1dc2971cb3e51b4f2;"04630152";поселок Большая Ирба;2;2015-01-28;2020-01-10;Красноярский край;Городское поселение
1503;"92344dfce35abb901ed3364eb71992cc";"04630152";поселок Большая Ирба;2;2021-01-01;2021-11-03;Красноярский край;Городское поселение
1504;"69bc18cb421dee2db7e5fcb35f7e14b0";"04630152";поселок Большая Ирба;2;2020-03-01;2020-11-01;Красноярский край;Городское поселение
1505;d240cb4a3e3d2ed5250ac2e1480422f0;"04630153";поселок Кошурниково;2;2015-01-28;2021-11-03;Красноярский край;Городское поселение
1506;b7a23e5a1aafb33189591feeb3dddace;"04630154";поселок Краснокаменск;2;2015-01-28;2020-11-01;Красноярский край;Городское поселение
1507;d6a7dba4747a622c0cd3befb21baba96;"04630154";поселок Краснокаменск;2;2021-01-01;2021-11-03;Красноярский край;Городское поселение
1508;fbefa505c8e8bf6d46f38f5277fed8d6;"04630156";поселок Чибижек;2;2015-01-28;2019-12-24;Красноярский край;Городское поселение
1509;c27e0b73f9363676817066f253ab30b8;"04630402";Алексеевский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1510;c53f4f4a635c4017a766159c2d8c428e;"04630404";Березовский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1511;"0258129311334a3ee57f3bedcce6ca80";"04630407";Брагинский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1512;"8e377224522d66daaa2b571d8d5824cb";"04630410";Детловский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1513;e7c80a18321a4140181a56918cd1bf5c;"04630413";Марининский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1514;"996c4cc64c4417118b963e743974bcfe";"04630416";Имисский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1515;"5ae3493643cbb42a8fdcd7aec516bab9";"04630419";Кордовский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1516;"5bfa5e593e6b5748ce1d89a09d583f65";"04630420";Кочергинский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1517;"91a13bcce8ad1babec5eba29ee70d769";"04630422";Курский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1518;"60f9dd5dc7152b8c96d8607cd3add27a";"04630425";Можарский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1519;"37ec94bcceac1e7156aa1dbf819fe0b0";"04630428";Муринский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1520;f2c5b1f06bfe59954cb2a56858c2ed98;"04630437";Пойловский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1521;bc37b3732cca66a77b5e25a057914c36;"04630442";Рощинский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1522;"69a87c801fabebaecb8345efef2a5b39";"04630446";Черемшанский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1523;"74cb2c7a8c55e6b298fe4b6ae826c0c8";"04630449";Шалоболинский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1524;"501ac171833ada7ed31425cc7b6b99fd";"04630452";Щетинкинский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1525;fbefa505c8e8bf6d46f38f5277fed8d6;"04630457";Чибижекский сельсовет;2;2020-01-10;2021-11-03;Красноярский край;Сельское поселение
1526;d0bc34692b421c5b24df379cfa7d8d70;"04631000";Манский муниципальный район;1;2015-01-28;2021-11-03;Красноярский край;Муниципальный район
1527;"26a47683d663a03ddc59a0239a89c40d";"04631404";Выезжелогский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1528;"36e8171db63a3a923e246c9283cebda2";"04631407";Камарчагский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1529;a03cc4023adf4065d6feee0545206b5f;"04631408";Каменский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1530;"273acbfce6daecfd1d47054a45e46924";"04631410";Кияйский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1531;ad7839e9fe3cc84e2913e2616a6553d8;"04631413";Колбинский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1532;"64de166633d61c8326232568b42beef1";"04631416";Нарвинский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1533;f5ab93e2139819b4fba1f8620104e0da;"04631419";Орешенский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1534;b25c6cff35f051bcb25aaa7b12a15eac;"04631421";Первоманский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1535;"8233e7edb16f01256ce363bd873e47ed";"04631428";Степно-Баджейский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1536;"15a5243694afe29603fc43bf34994782";"04631434";Унгутский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1537;e19379acdf6c98011d9144aa543f5bbf;"04631437";Шалинский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1538;"6266554e33c9a2891f65fc75e7268fb2";"04633000";Минусинский муниципальный район;1;2015-01-28;2021-11-03;Красноярский край;Муниципальный район
1539;c368a46d03a2e46e18f9163ff1d1b23b;"04633402";Тесинский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1540;cc9cd61850693ae050d90ccac64561ab;"04633404";Большеничкинский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1541;"497ed55dadff5fa96a977088cbd43b91";"04633410";Городокский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1542;"84987b2e62b96f47ba1ad5e32d25b5c5";"04633412";Жерлыкский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1543;"37d11d0cf9fc6593dba446e062bcdb1a";"04633413";Знаменский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1544;"3423c8199b1e39e91245326376364445";"04633416";Кавказский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1545;b9c6319e9e56bf99d3cfc251af79b82c;"04633420";Лугавский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1546;"0d5df233e9f62a58c480199e4f560b79";"04633422";Маломинусинский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1547;"0e7fba62d5e49e9720ae56afc674eec1";"04633423";Прихолмский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1548;c69709f73848530e38710d9fd44c9f60;"04633424";Селиванихинский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1549;c7a2af589d255231c76944fe4a45a500;"04633425";Тигрицкий сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1550;"929f430a59d65f7636812de3ad7fff18";"04633426";Новотроицкий сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1551;"68afc936fed0d0ae1d156e6fc225d45f";"04633432";Шошинский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1552;"9b2a1bc126075e374074715d22f04571";"04635000";Мотыгинский муниципальный район;1;2015-01-28;2021-11-03;Красноярский край;Муниципальный район
1553;"10235bae1f92623c41a5fbae65c9200f";"04635151";поселок Мотыгино;2;2015-01-28;2021-11-03;Красноярский край;Городское поселение
1554;"30543a51b7a21d5312fdddfeecafb3d4";"04635154";поселок Раздолинск;2;2015-01-28;2021-11-03;Красноярский край;Городское поселение
1555;"93b588be25dc6726edb24fed7785e901";"04635157";поселок Южно-Енисейск;2;2015-01-28;2019-12-24;Красноярский край;Городское поселение
1556;af88d16112663ef32519c582073f44c4;"04635405";Кирсантьевский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1557;e9de722f5fee30a9bb44216eaa70ae09;"04635407";Кулаковский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1558;"494c33cfcf3af81a81d5da7c81cb8b48";"04635410";Машуковский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1559;ab8af589d14becd1ef813e6fe1272ec5;"04635412";Новоангарский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1560;"054ab897023645cd7ad69525c46992a0";"04635413";Орджоникидзевский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1561;"161c5c5ad51fcc884157890511b3c8b0";"04635416";Партизанский сельсовет;2;2015-01-28;2018-08-24;Красноярский край;Сельское поселение
1562;"3df52bad4238388e98407fa7501f86aa";"04635419";Первомайский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1563;"84c0b4d20a0c7d49d63e9febcfd09a12";"04635421";Рыбинский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1564;"93b588be25dc6726edb24fed7785e901";"04635426";Южно-Енисейский сельсовет;2;2020-01-10;2021-11-03;Красноярский край;Сельское поселение
1565;"161c5c5ad51fcc884157890511b3c8b0";"04635701";Межселенная территория Мотыгинского муниципального района, включающая п Партизанск;2;2019-12-06;2021-11-03;Красноярский край;Межселенная территория
1566;a3c26f869dcfe1ea1661f86ba816e00f;"04637000";Назаровский муниципальный район;1;2015-01-28;2021-11-03;Красноярский край;Муниципальный район
1567;"2fda5c799e706b2053709f7bb763fa16";"04637404";Верхнеададымский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1568;"5c361e0ca42b584ad21bca335c6ee36b";"04637407";Гляденский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1569;"8a42c5e0cf7c6d88f1711acb7a178641";"04637410";Дороховский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1570;"0c3432752ea4b029814ff67987ff037c";"04637413";Красносопкинский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1571;"4a056013a8c345ceda17dce5a1e7fa10";"04637419";Павловский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1572;"0e38946a63f6b3e2531f269be90f2633";"04637422";Подсосенский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1573;a5ec7df421bc8d4ab2a68865b1254cda;"04637425";Преображенский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1574;"607c69dbf6abab549ede92c7fa2b4630";"04637428";Сахаптинский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1575;"3ef601ab9400dc6ba28240525fc2cb0f";"04637431";Краснополянский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1576;"48ed59025e16b99b2b9d05555826c8b1";"04637437";Степновский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1577;ad741e6b918ce9969b70d36b9cbc953b;"04639000";Нижнеингашский муниципальный район;1;2015-01-28;2021-11-03;Красноярский край;Муниципальный район
1578;"7d41f1bd8cd9de4f81767ec3bf8487d5";"04639151";поселок Нижний Ингаш;2;2015-01-28;2021-11-03;Красноярский край;Городское поселение
1579;e4194decc1ba16cfbabead9e82b874dd;"04639154";поселок Нижняя Пойма;2;2015-01-28;2021-11-03;Красноярский край;Городское поселение
1580;bb4bad73958db033da127c195cd1f7d0;"04639157";поселок Поканаевский;2;2015-01-28;2019-12-24;Красноярский край;Городское поселение
1581;febb7aafcbde43930cdedf8c5153c867;"04639160";поселок Тинской;2;2015-01-28;2018-08-24;Красноярский край;Городское поселение
1582;caabab32b1287cac6f53cb5098633501;"04639402";Александровский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1583;e9303b0bda2e8f9baf386d064d9e0d2b;"04639404";Верхнеингашский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1584;"966690ebbe4e95f5a51273c4d2062c0a";"04639407";Ивановский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1585;"767b68551f3421be68c03d9d03539cba";"04639410";Канифольнинский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1586;"572201a4497b0b9f02d4f279b09ec30d";"04639413";Касьяновский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1587;"031228da40f27f1c004612974db1ff4e";"04639416";Кучеровский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1588;c4729b4504278c444e2f765f41f58f82;"04639422";Новоалександровский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1589;aeac7cfb0ca9597900cff6e947bd9b4d;"04639428";Павловский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1590;"3c528bf3e840e879afdf147704c1a006";"04639431";Соколовский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1591;"19d72e413f4c73ad83af294c9f8a5427";"04639434";Стретенский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1592;"3d9d6e3df7351583f475cccf4762145e";"04639437";Тиличетский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1593;ac988afcd38d3b3817964f69fae65306;"04639440";Тинский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1594;bb4bad73958db033da127c195cd1f7d0;"04639445";Поканаевский сельсовет;2;2020-01-10;2021-11-03;Красноярский край;Сельское поселение
1595;febb7aafcbde43930cdedf8c5153c867;"04639450";Тинской сельсовет;2;2019-12-06;2021-11-03;Красноярский край;Сельское поселение
1596;"95edd336da3df616a3954a2e6e9a507b";"04641000";Новоселовский муниципальный район;1;2015-01-28;2021-11-03;Красноярский край;Муниципальный район
1597;"59e7796ac0b2e6df054a575f5ea8fd05";"04641402";Анашенский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1598;"6d94b4003f34381110952e1ebabf5857";"04641403";Бараитский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1599;f61adb9d1d7b8e11e90c2e87759ab96d;"04641407";Комский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1600;a754f8d65e6659f1236a5b9af18c723b;"04641408";Легостаевский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1601;d9d3837ee7981e8c064774da6cdd98bf;"04641409";Новоселовский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1602;"1b95b406e5d3582a7dd772ccfc3ae04e";"04641410";Светлолобовский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1603;"4e3743b94d62f84a92006502ad10313e";"04641413";Толстомысенский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1604;b079072f91688af59512cb0df29f7d33;"04641417";Чулымский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1605;"8e56dc9295dd4d511c0f374ada579b7d";"04643000";Партизанский муниципальный район;1;2015-01-28;2021-11-03;Красноярский край;Муниципальный район
1606;"63468d4da46035f4b381e64781ddcfe1";"04643402";Богуславский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1607;d550c0f68772c9af3da2d38818396d59;"04643404";Вершино-Рыбинский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1608;d073c7c6e81ce29711d76641afe7b11d;"04643407";Ивановский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1609;b2b8538f3bce0e15e39d589cf6977f83;"04643410";Имбежский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1610;"26ca5a40851f05c440599ec7ba67aed7";"04643413";Иннокентьевский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1611;"4f685375fac99541c54fa1381e04ffce";"04643416";Кожелакский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1612;"6dea54e77c91a76d6844054caaee2196";"04643419";Минский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1613;"25004a9e40be18be39da6b23f8ee219f";"04643422";Партизанский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1614;"555000464e90f7248ce7b8ee3e9adb15";"04643425";Стойбинский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1615;dff7e294fba607e5dc80cab3fcacc20a;"04645000";Пировский муниципальный район;1;2015-01-28;2020-11-01;Красноярский край;Муниципальный район
1616;f04b8b59e703ac3889bf1ce4ca52db81;"04645401";Алтатский сельсовет;2;2015-01-28;2020-01-10;Красноярский край;Сельское поселение
1617;e87538833e8edfabb024ecf30d787ce6;"04645402";Троицкий сельсовет;2;2015-01-28;2020-11-01;Красноярский край;Сельское поселение
1618;ef37e9a1cd6eb37f6cfc9585db8535bf;"04645404";Бушуйский сельсовет;2;2015-01-28;2020-11-01;Красноярский край;Сельское поселение
1619;c92f70298e5e06409a91c8a33bca02b7;"04645410";Солоухинский сельсовет;2;2015-01-28;2020-11-01;Красноярский край;Сельское поселение
1620;"54299c7f54d838fd9d8e08458c435f50";"04645413";Кириковский сельсовет;2;2015-01-28;2020-11-01;Красноярский край;Сельское поселение
1621;"14dba2fed5f6f73932d6add2a7aa6b4c";"04645416";Икшурминский сельсовет;2;2015-01-28;2020-11-01;Красноярский край;Сельское поселение
1622;ca960897d6f6bf3b426e97b87fe1ffeb;"04645417";Кетский сельсовет;2;2020-03-01;2020-11-01;Красноярский край;Сельское поселение
1623;"843ce253e38c4c9d2034e46ecf3f59cd";"04645417";Кетский сельсовет;2;2015-01-28;2020-01-10;Красноярский край;Сельское поселение
1624;fce7395c12c3026976307c5a10664613;"04645419";Комаровский сельсовет;2;2015-01-28;2020-11-01;Красноярский край;Сельское поселение
1625;aa78c3db4fc4a1a343183d6113ec46ba;"04645425";Пировский сельсовет;2;2015-01-28;2020-11-01;Красноярский край;Сельское поселение
1626;"1437751a77305a0c4c8d44127bd8c285";"04645442";Чайдинский сельсовет;2;2015-01-28;2020-11-01;Красноярский край;Сельское поселение
1627;"19a36e8e5bdc667f62dc82867d9e89cd";"04647000";Рыбинский муниципальный район;1;2015-01-28;2018-08-24;Красноярский край;Муниципальный район
1628;a71993575b31fc5d5e4eda5c7abcb414;"04647000";Рыбинский муниципальный район;1;2019-12-06;2020-01-10;Красноярский край;Муниципальный район
1629;"3885b20eaf47684a0f8515d9d147f954";"04647000";Рыбинский муниципальный район;1;2020-03-01;2021-11-03;Красноярский край;Муниципальный район
1630;"398024cb5e21d749d728926a28b19d00";"04647101";город Заозерный;2;2015-01-28;2021-11-03;Красноярский край;Городское поселение
1631;b543376b5721da011b230ba7ae9dd619;"04647155";поселок Ирша;2;2015-01-28;2021-11-03;Красноярский край;Городское поселение
1632;"28666184c537f1ba3cb92d36875bd750";"04647160";поселок Саянский;2;2015-01-28;2021-11-03;Красноярский край;Городское поселение
1633;f0282b5ff85e7c9c66200d780bd7e72e;"04647165";поселок Урал;2;2015-01-28;2019-12-24;Красноярский край;Городское поселение
1634;f2d8f8448dc838eba3ed6d5000fa7206;"04647402";Александровский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1635;cdaeb1282d614772beb1e74c192bebda;"04647404";Большеключинский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1636;"9901dc695ffe4f5e3656e137c68ade5b";"04647406";Бородинский сельсовет;2;2019-12-06;2021-11-03;Красноярский край;Сельское поселение
1637;cdc40bb747983ff33bfa50ebd0cf8b08;"04647406";Бородинский сельсовет;2;2015-01-28;2018-08-24;Красноярский край;Сельское поселение
1638;"8dba3e8d441c68be86654a67a0fc7ae9";"04647414";Двуреченский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1639;aede6ef15766ad2c133b7ebd73c99fde;"04647419";Красногорьевский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1640;"50575248637bb2559b22ffcffaf3f524";"04647422";Малокамалинский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1641;"0fc03f7a1002cc610af90eaf8a30c828";"04647424";Налобинский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1642;cbf4d310ea68b3933521ba359d33ed5e;"04647425";Новинский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1643;"6f7036e25ee818319fbd349fc42b61db";"04647430";Новокамалинский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1644;"8a6295af41dcb2fcd664b4fff10e6bfe";"04647434";Новосолянский сельсовет;2;2015-01-28;2018-08-24;Красноярский край;Сельское поселение
1645;dcaf24427ed2e300fc73f43071a320ee;"04647434";Новосолянский сельсовет;2;2019-12-06;2021-11-03;Красноярский край;Сельское поселение
1646;"0163cceb20f5ca7b313419c068abd9dc";"04647437";Переясловский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1647;"645a5f8f18aad81fe42fd58e1b0d8081";"04647440";Рыбинский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1648;"8c2139d4fea96a6ed21af72cf865fefe";"04647449";Успенский сельсовет;2;2015-01-28;2020-01-10;Красноярский край;Сельское поселение
1649;cb837d3ffbedfb639a9f0dcd608f8120;"04647449";Успенский сельсовет;2;2020-03-01;2021-11-03;Красноярский край;Сельское поселение
1650;f0282b5ff85e7c9c66200d780bd7e72e;"04647454";Уральский сельсовет;2;2020-01-10;2021-11-03;Красноярский край;Сельское поселение
1651;"5c514425d980db96743a44c169dae024";"04648000";Саянский муниципальный район;1;2015-01-28;2021-11-03;Красноярский край;Муниципальный район
1652;"5c01804c760b18d53c276752fcf16c23";"04648402";Агинский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1653;"8e5c314c835b826ef38b5bcbc7da72c3";"04648404";Большеарбайский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
1654;"29f1a46d32029ed1ed55032e9399a6fa";"04648407";Большеильбинский сельсовет;2;2015-01-28;2021-11-03;Красноярский край;Сельское поселение
